composerName,workTitle,composer_work,dateCount
"Schuller,  Gunther",SEVEN STUDIES ON THEMES OF PAUL KLEE,"Schuller,  Gunther_SEVEN STUDIES ON THEMES OF PAUL KLEE",11
"Schuller,  Gunther","SYMPHONY, BRASS AND PERCUSSION, OP. 16","Schuller,  Gunther_SYMPHONY, BRASS AND PERCUSSION, OP. 16",10
"Schuman,  William",AMERICAN FESTIVAL OVERTURE,"Schuman,  William_AMERICAN FESTIVAL OVERTURE",39
"Schuman,  William",CREDENDUM (ARTICLE OF FAITH),"Schuman,  William_CREDENDUM (ARTICLE OF FAITH)",5
"Schuman,  William","IN PRAISE OF SHAHN, CANTICLE FOR ORCHESTRA","Schuman,  William_IN PRAISE OF SHAHN, CANTICLE FOR ORCHESTRA",5
"Schuman,  William",JUDITH,"Schuman,  William_JUDITH",5
"Schuman,  William",NEW ENGLAND TRIPTYCH,"Schuman,  William_NEW ENGLAND TRIPTYCH",16
"Schuman,  William",PHILHARMONIC FANFARE,"Schuman,  William_PHILHARMONIC FANFARE",5
"Schuman,  William",SONG OF ORPHEUS - FANTASY FOR CELLO AND ORCHESTRA,"Schuman,  William_SONG OF ORPHEUS - FANTASY FOR CELLO AND ORCHESTRA",7
"Schuman,  William",SYMPHONY NO. 3,"Schuman,  William_SYMPHONY NO. 3",21
"Schuman,  William",SYMPHONY NO. 5,"Schuman,  William_SYMPHONY NO. 5",5
"Schuman,  William",TO THEE OLD CAUSE,"Schuman,  William_TO THEE OLD CAUSE",7
"Schumann,  Robert","ARABESQUE, C MAJOR, OP. 18","Schumann,  Robert_ARABESQUE, C MAJOR, OP. 18",6
"Schumann,  Robert","CONCERT PIECE FOR FOUR HORNS, OP.86 [KONZERTSTÜCK]","Schumann,  Robert_CONCERT PIECE FOR FOUR HORNS, OP.86 [KONZERTSTÜCK]",19
"Schumann,  Robert","CONCERTO, CELLO, A MINOR, OP.129","Schumann,  Robert_CONCERTO, CELLO, A MINOR, OP.129",87
"Schumann,  Robert","CONCERTO, PIANO, A MINOR, OP. 54","Schumann,  Robert_CONCERTO, PIANO, A MINOR, OP. 54",177
"Schumann,  Robert","CONCERTO, VIOLIN, D MINOR, WOO1 [WOO 23]","Schumann,  Robert_CONCERTO, VIOLIN, D MINOR, WOO1 [WOO 23]",10
"Schumann,  Robert","FANTASIESTUCKE, OP. 12","Schumann,  Robert_FANTASIESTUCKE, OP. 12",7
"Schumann,  Robert","GENOVEVA OVERTURE, OP. 81","Schumann,  Robert_GENOVEVA OVERTURE, OP. 81",28
"Schumann,  Robert","INTRODUCTION AND ALLEGRO APPASSIONATO, OP. 92","Schumann,  Robert_INTRODUCTION AND ALLEGRO APPASSIONATO, OP. 92",15
"Schumann,  Robert","JULIUS CAESAR, OP. 128","Schumann,  Robert_JULIUS CAESAR, OP. 128",6
"Schumann,  Robert","LIEDERKREIS, OP. 39","Schumann,  Robert_LIEDERKREIS, OP. 39",5
"Schumann,  Robert","MANFRED, OP.115","Schumann,  Robert_MANFRED, OP.115",61
"Schumann,  Robert","MYRTHEN, OP. 25","Schumann,  Robert_MYRTHEN, OP. 25",6
"Schumann,  Robert","MYRTHEN, OP. 25, NO. 1:  WIDMUNG (""DEDICATION"") (ARR. Liszt)","Schumann,  Robert_MYRTHEN, OP. 25, NO. 1:  WIDMUNG (""DEDICATION"") (ARR. Liszt)",5
"Schumann,  Robert","OVERTURE, SCHERZO, AND FINALE, OP.52","Schumann,  Robert_OVERTURE, SCHERZO, AND FINALE, OP.52",21
"Schumann,  Robert",SCENES FROM GOETHE'S FAUST,"Schumann,  Robert_SCENES FROM GOETHE'S FAUST",8
"Schumann,  Robert","SYMPHONY NO. 1 IN B FLAT MAJOR, OP.38 (SPRING)","Schumann,  Robert_SYMPHONY NO. 1 IN B FLAT MAJOR, OP.38 (SPRING)",80
"Schumann,  Robert","SYMPHONY NO. 2, C MAJOR, OP. 61","Schumann,  Robert_SYMPHONY NO. 2, C MAJOR, OP. 61",132
"Schumann,  Robert","SYMPHONY NO. 3, E FLAT MAJOR, OP. 97 (RHENISH)","Schumann,  Robert_SYMPHONY NO. 3, E FLAT MAJOR, OP. 97 (RHENISH)",84
"Schumann,  Robert","SYMPHONY NO. 4, D MINOR, OP. 120","Schumann,  Robert_SYMPHONY NO. 4, D MINOR, OP. 120",125
"Schwantner,  Joseph","CONCERTO, PERCUSSION","Schwantner,  Joseph_CONCERTO, PERCUSSION",9
"Scott,  Cyril",LOTUS LAND (ORCH) (ARR. Unspecified),"Scott,  Cyril_LOTUS LAND (ORCH) (ARR. Unspecified)",5
"Scriabin,  Alexander","CONCERTO, PIANO, F SHARP MINOR, OP. 20","Scriabin,  Alexander_CONCERTO, PIANO, F SHARP MINOR, OP. 20",9
"Scriabin,  Alexander","ETUDES, EIGHT, OP. 42","Scriabin,  Alexander_ETUDES, EIGHT, OP. 42",6
"Scriabin,  Alexander","PROMETHEUS: THE POEM OF FIRE, OP. 60","Scriabin,  Alexander_PROMETHEUS: THE POEM OF FIRE, OP. 60",7
"Scriabin,  Alexander","SYMPHONY NO. 1 IN E MAJOR, OP. 26","Scriabin,  Alexander_SYMPHONY NO. 1 IN E MAJOR, OP. 26",6
"Scriabin,  Alexander","SYMPHONY NO. 2, C MINOR, OP. 29","Scriabin,  Alexander_SYMPHONY NO. 2, C MINOR, OP. 29",7
"Scriabin,  Alexander","SYMPHONY NO. 3, C MINOR, OP. 43, ""LE POÈME DIVIN""","Scriabin,  Alexander_SYMPHONY NO. 3, C MINOR, OP. 43, ""LE POÈME DIVIN""",6
"Scriabin,  Alexander","SYMPHONY NO. 4, ""LE POEME D'EXTASE,"" OP. 54","Scriabin,  Alexander_SYMPHONY NO. 4, ""LE POEME D'EXTASE,"" OP. 54",36
"Shankar,  Ravi","CONCERTO, SITAR, NO. 2 (RAGA-MALA)","Shankar,  Ravi_CONCERTO, SITAR, NO. 2 (RAGA-MALA)",7
"Shapero,  Harold",SYMPHONY FOR CLASSICAL ORCHESTRA,"Shapero,  Harold_SYMPHONY FOR CLASSICAL ORCHESTRA",7
"Sheng,  Bright",H'UN (LACERATIONS): IN MEMORIAM,"Sheng,  Bright_H'UN (LACERATIONS): IN MEMORIAM",6
"Sheng,  Bright",SONG AND DANCE OF TEARS,"Sheng,  Bright_SONG AND DANCE OF TEARS",5
"Shostakovich,  Dmitri","AGE OF GOLD, THE, OP. 22A: SUITE","Shostakovich,  Dmitri_AGE OF GOLD, THE, OP. 22A: SUITE",11
"Shostakovich,  Dmitri","CONCERTO, CELLO, NO. 1, OP. 107","Shostakovich,  Dmitri_CONCERTO, CELLO, NO. 1, OP. 107",26
"Shostakovich,  Dmitri","CONCERTO, PIANO, NO. 1, OP.35","Shostakovich,  Dmitri_CONCERTO, PIANO, NO. 1, OP.35",18
"Shostakovich,  Dmitri","CONCERTO, PIANO, NO. 2, OP. 102","Shostakovich,  Dmitri_CONCERTO, PIANO, NO. 2, OP. 102",10
"Shostakovich,  Dmitri","CONCERTO, VIOLIN, NO. 1, OP. 99 (OP. 77)","Shostakovich,  Dmitri_CONCERTO, VIOLIN, NO. 1, OP. 99 (OP. 77)",51
"Shostakovich,  Dmitri","CONCERTO, VIOLIN, NO. 2, OP. 129","Shostakovich,  Dmitri_CONCERTO, VIOLIN, NO. 2, OP. 129",6
"Shostakovich,  Dmitri",FESTIVAL FANTASY (ARR. Kostelanetz),"Shostakovich,  Dmitri_FESTIVAL FANTASY (ARR. Kostelanetz)",6
"Shostakovich,  Dmitri","FESTIVE OVERTURE, OP. 96","Shostakovich,  Dmitri_FESTIVE OVERTURE, OP. 96",17
"Shostakovich,  Dmitri","GADFLY SUITE, OP. 97A","Shostakovich,  Dmitri_GADFLY SUITE, OP. 97A",12
"Shostakovich,  Dmitri","KATERINA IZMAYLOVA, OP. 114","Shostakovich,  Dmitri_KATERINA IZMAYLOVA, OP. 114",9
"Shostakovich,  Dmitri",LADY MACBETH OF MTSENSK,"Shostakovich,  Dmitri_LADY MACBETH OF MTSENSK",8
"Shostakovich,  Dmitri","OCTOBER, OP. 131","Shostakovich,  Dmitri_OCTOBER, OP. 131",5
"Shostakovich,  Dmitri","SYMPHONY NO.  1, OP. 10","Shostakovich,  Dmitri_SYMPHONY NO.  1, OP. 10",36
"Shostakovich,  Dmitri","SYMPHONY NO.  4, OP. 43","Shostakovich,  Dmitri_SYMPHONY NO.  4, OP. 43",10
"Shostakovich,  Dmitri","SYMPHONY NO.  5, D MINOR, OP. 47","Shostakovich,  Dmitri_SYMPHONY NO.  5, D MINOR, OP. 47",99
"Shostakovich,  Dmitri","SYMPHONY NO.  6, OP. 54","Shostakovich,  Dmitri_SYMPHONY NO.  6, OP. 54",17
"Shostakovich,  Dmitri","SYMPHONY NO.  7, OP. 60 (LENINGRAD)","Shostakovich,  Dmitri_SYMPHONY NO.  7, OP. 60 (LENINGRAD)",14
"Shostakovich,  Dmitri","SYMPHONY NO.  8, OP. 65","Shostakovich,  Dmitri_SYMPHONY NO.  8, OP. 65",16
"Shostakovich,  Dmitri","SYMPHONY NO.  9, OP. 70","Shostakovich,  Dmitri_SYMPHONY NO.  9, OP. 70",12
"Shostakovich,  Dmitri","SYMPHONY NO. 10, OP. 93","Shostakovich,  Dmitri_SYMPHONY NO. 10, OP. 93",44
"Shostakovich,  Dmitri","SYMPHONY NO. 11, OP. 103 (THE YEAR 1905)","Shostakovich,  Dmitri_SYMPHONY NO. 11, OP. 103 (THE YEAR 1905)",8
"Shostakovich,  Dmitri","SYMPHONY NO. 13, OP. 113 (BABI YAR)","Shostakovich,  Dmitri_SYMPHONY NO. 13, OP. 113 (BABI YAR)",10
"Shostakovich,  Dmitri","SYMPHONY NO. 14, OP. 135","Shostakovich,  Dmitri_SYMPHONY NO. 14, OP. 135",13
"Shostakovich,  Dmitri","SYMPHONY NO. 15, A MAJOR, OP. 141","Shostakovich,  Dmitri_SYMPHONY NO. 15, A MAJOR, OP. 141",11
"Shostakovich,  Dmitri","TAHITI TROT (TEA FOR TWO), FROM THE AGE OF GOLD, OP. 22","Shostakovich,  Dmitri_TAHITI TROT (TEA FOR TWO), FROM THE AGE OF GOLD, OP. 22",5
"Sibelius,  Jean","CONCERTO, VIOLIN, D MINOR, OP .47","Sibelius,  Jean_CONCERTO, VIOLIN, D MINOR, OP .47",137
"Sibelius,  Jean","FINLANDIA, OP. 26","Sibelius,  Jean_FINLANDIA, OP. 26",62
"Sibelius,  Jean","LEMMINKAINEN SUITE (LEGENDS), OP. 22","Sibelius,  Jean_LEMMINKAINEN SUITE (LEGENDS), OP. 22",81
"Sibelius,  Jean","LUONNOTAR, OP. 70","Sibelius,  Jean_LUONNOTAR, OP. 70",8
"Sibelius,  Jean","OCEANIDES, THE (AALLOTTARET), OP. 73","Sibelius,  Jean_OCEANIDES, THE (AALLOTTARET), OP. 73",6
"Sibelius,  Jean","POHJOLA'S DAUGHTER, OP. 49","Sibelius,  Jean_POHJOLA'S DAUGHTER, OP. 49",11
"Sibelius,  Jean","SAGA, A (EN SAGA), OP. 9","Sibelius,  Jean_SAGA, A (EN SAGA), OP. 9",10
"Sibelius,  Jean","SVARTA ROSOR, OP. 36, NO. 1 (ARR. Hellman)","Sibelius,  Jean_SVARTA ROSOR, OP. 36, NO. 1 (ARR. Hellman)",7
"Sibelius,  Jean","SYMPHONY NO. 1, E MINOR, OP. 39","Sibelius,  Jean_SYMPHONY NO. 1, E MINOR, OP. 39",53
"Sibelius,  Jean","SYMPHONY NO. 2, D MAJOR, OP. 43","Sibelius,  Jean_SYMPHONY NO. 2, D MAJOR, OP. 43",97
"Sibelius,  Jean","SYMPHONY NO. 3, C MAJOR, OP. 52","Sibelius,  Jean_SYMPHONY NO. 3, C MAJOR, OP. 52",17
"Sibelius,  Jean","SYMPHONY NO. 4, A MINOR, OP. 63","Sibelius,  Jean_SYMPHONY NO. 4, A MINOR, OP. 63",23
"Sibelius,  Jean","SYMPHONY NO. 5, E FLAT MAJOR, OP. 82","Sibelius,  Jean_SYMPHONY NO. 5, E FLAT MAJOR, OP. 82",71
"Sibelius,  Jean","SYMPHONY NO. 6, D MINOR, OP. 104","Sibelius,  Jean_SYMPHONY NO. 6, D MINOR, OP. 104",7
"Sibelius,  Jean","SYMPHONY NO. 7, C MAJOR, OP. 105","Sibelius,  Jean_SYMPHONY NO. 7, C MAJOR, OP. 105",22
"Sibelius,  Jean","TAPIOLA, OP. 112","Sibelius,  Jean_TAPIOLA, OP. 112",5
"Sibelius,  Jean","TEMPEST, THE: SUITE NO. 1, OP. 109, NO. 2","Sibelius,  Jean_TEMPEST, THE: SUITE NO. 1, OP. 109, NO. 2",5
"Sibelius,  Jean","TEMPEST, THE: SUITE NO. 2, OP. 109, NO. 3","Sibelius,  Jean_TEMPEST, THE: SUITE NO. 2, OP. 109, NO. 3",5
"Sibelius,  Jean","VALSE TRISTE, OP. 44, NO. 1","Sibelius,  Jean_VALSE TRISTE, OP. 44, NO. 1",11
"Sibelius,  Jean","VAREN FLYKTAR HASTIGT (FRUEHLING UFERTANNEN), OP. 13, NO. 4","Sibelius,  Jean_VAREN FLYKTAR HASTIGT (FRUEHLING UFERTANNEN), OP. 13, NO. 4",8
"Sieczynski,  Rudolf","WIEN, WIEN (VIENNA, CITY OF MY DREAMS)","Sieczynski,  Rudolf_WIEN, WIEN (VIENNA, CITY OF MY DREAMS)",16
"Sinigaglia,  Leone","BARUFFE CHIOZZOTTE, LE, OP. 32","Sinigaglia,  Leone_BARUFFE CHIOZZOTTE, LE, OP. 32",7
"Sinopoli,  Giuseppe",LOU SALOME: SUITE NO. 2,"Sinopoli,  Giuseppe_LOU SALOME: SUITE NO. 2",5
"Skalkottas,  Nikos",36 GREEK DANCES,"Skalkottas,  Nikos_36 GREEK DANCES",12
"Skilton,  Charles  Sanford",SUITE PRIMEVAL,"Skilton,  Charles  Sanford_SUITE PRIMEVAL",6
"Smetana,  Bedrich","BARTERED BRIDE, THE","Smetana,  Bedrich_BARTERED BRIDE, THE",96
"Smetana,  Bedrich",MA VLAST (MY COUNTRY),"Smetana,  Bedrich_MA VLAST (MY COUNTRY)",95
"Sondheim,  Stephen",COMPANY (ARR. Tunick),"Sondheim,  Stephen_COMPANY (ARR. Tunick)",12
"Sondheim,  Stephen",FOLLIES (ARR. Tunick),"Sondheim,  Stephen_FOLLIES (ARR. Tunick)",8
"Sondheim,  Stephen",INTO THE WOODS,"Sondheim,  Stephen_INTO THE WOODS",10
"Sondheim,  Stephen","LITTLE NIGHT MUSIC, A (ARR. Tunick)","Sondheim,  Stephen_LITTLE NIGHT MUSIC, A (ARR. Tunick)",8
"Sondheim,  Stephen",MERRILY WE ROLL ALONG (ARR. Tunick),"Sondheim,  Stephen_MERRILY WE ROLL ALONG (ARR. Tunick)",5
"Sondheim,  Stephen","SUNDAY IN THE PARK WITH GEORGE, SUITE","Sondheim,  Stephen_SUNDAY IN THE PARK WITH GEORGE, SUITE",6
"Sondheim,  Stephen",SWEENEY TODD (ARR. Tunick),"Sondheim,  Stephen_SWEENEY TODD (ARR. Tunick)",11
"Sousa,  John  Philip",HANDS ACROSS THE SEA,"Sousa,  John  Philip_HANDS ACROSS THE SEA",5
"Sousa,  John  Philip",LIBERTY BELL,"Sousa,  John  Philip_LIBERTY BELL",11
"Sousa,  John  Philip",SEMPER FIDELIS,"Sousa,  John  Philip_SEMPER FIDELIS",18
"Sousa,  John  Philip",SEMPER FIDELIS (DRUM AND BUGLE CORPS) (ARR. Crawford),"Sousa,  John  Philip_SEMPER FIDELIS (DRUM AND BUGLE CORPS) (ARR. Crawford)",7
"Sousa,  John  Philip",STARS AND STRIPES FOREVER,"Sousa,  John  Philip_STARS AND STRIPES FOREVER",125
"Sousa,  John  Philip",THUNDERER,"Sousa,  John  Philip_THUNDERER",8
"Sousa,  John  Philip",WASHINGTON POST,"Sousa,  John  Philip_WASHINGTON POST",25
"Spohr,  Louis","CONCERTO, VIOLIN, NO.  9, D MINOR, OP. 55","Spohr,  Louis_CONCERTO, VIOLIN, NO.  9, D MINOR, OP. 55",6
"Spohr,  Louis",JESSONDA,"Spohr,  Louis_JESSONDA",11
"Spohr,  Louis","SYMPHONY NO. 4, OP. 86 (DIE WEIHE DER TONE)","Spohr,  Louis_SYMPHONY NO. 4, OP. 86 (DIE WEIHE DER TONE)",10
"Stange,  Max",DAMON,"Stange,  Max_DAMON",5
"Steffe,  William",BATTLE HYMN OF THE REPUBLIC,"Steffe,  William_BATTLE HYMN OF THE REPUBLIC",17
"Stenhammar,  Wilhelm",SANGEN,"Stenhammar,  Wilhelm_SANGEN",6
"Still,  William  Grant",LENOX AVENUE,"Still,  William  Grant_LENOX AVENUE",5
"Stix,  Carl",SPIELEREI,"Stix,  Carl_SPIELEREI",12
"Stockhausen,  Karlheinz",JUBILEE,"Stockhausen,  Karlheinz_JUBILEE",8
"Stockhausen,  Karlheinz",KONTRA-PUNKTE NO. 1,"Stockhausen,  Karlheinz_KONTRA-PUNKTE NO. 1",5
"Stransky,  Josef",MONDAUFGANG,"Stransky,  Josef_MONDAUFGANG",9
"Stransky,  Josef",REQUIEM,"Stransky,  Josef_REQUIEM",9
"Stransky,  Josef",TO SOLITUDE,"Stransky,  Josef_TO SOLITUDE",5
"Strauss,  Eduard",BAHN FREI POLKA,"Strauss,  Eduard_BAHN FREI POLKA",6
"Strauss,  Johann, II","AN DER SCHONEN, BLAUEN DONAU (ON THE BEAUTIFUL BLUE DANUBE), OP. 314","Strauss,  Johann, II_AN DER SCHONEN, BLAUEN DONAU (ON THE BEAUTIFUL BLUE DANUBE), OP. 314",59
"Strauss,  Johann, II","AUF DER JAGD (AT THE HUNT)  POLKA, OP.373","Strauss,  Johann, II_AUF DER JAGD (AT THE HUNT)  POLKA, OP.373",6
"Strauss,  Johann, II","CHAMPAGNER POLKA, OP. 211","Strauss,  Johann, II_CHAMPAGNER POLKA, OP. 211",23
"Strauss,  Johann, II","FLEDERMAUS, DIE","Strauss,  Johann, II_FLEDERMAUS, DIE",75
"Strauss,  Johann, II","FRUHLINGSSTIMMEN (VOICES OF SPRING), OP.410","Strauss,  Johann, II_FRUHLINGSSTIMMEN (VOICES OF SPRING), OP.410",25
"Strauss,  Johann, II","GESCHICHTEN AUS DEM WIENERWALD (TALES FROM THE VIENNA WOODS), OP. 325","Strauss,  Johann, II_GESCHICHTEN AUS DEM WIENERWALD (TALES FROM THE VIENNA WOODS), OP. 325",37
"Strauss,  Johann, II","KAISER-WALZER (EMPEROR WALTZ), OP. 437","Strauss,  Johann, II_KAISER-WALZER (EMPEROR WALTZ), OP. 437",20
"Strauss,  Johann, II","KUENSTLERLEBEN (ARTIST'S LIFE) WALTZ, OP. 316","Strauss,  Johann, II_KUENSTLERLEBEN (ARTIST'S LIFE) WALTZ, OP. 316",10
"Strauss,  Johann, II","PERPETUUM MOBILE, OP. 257","Strauss,  Johann, II_PERPETUUM MOBILE, OP. 257",13
"Strauss,  Johann, II","QUADRILLE: KÜNSTLER, OP. 201","Strauss,  Johann, II_QUADRILLE: KÜNSTLER, OP. 201",8
"Strauss,  Johann, II","TRITSCH-TRATSCH POLKA, OP. 214","Strauss,  Johann, II_TRITSCH-TRATSCH POLKA, OP. 214",64
"Strauss,  Johann, II","UNTER DONNER UND BLITZ> (THUNDER AND LIGHTNING) POLKA, OP. 324","Strauss,  Johann, II_UNTER DONNER UND BLITZ> (THUNDER AND LIGHTNING) POLKA, OP. 324",51
"Strauss,  Johann, II","WEIN, WEIB UND GESANG! (WINE, WOMEN, AND SONG) WALTZ, OP. 333","Strauss,  Johann, II_WEIN, WEIB UND GESANG! (WINE, WOMEN, AND SONG) WALTZ, OP. 333",9
"Strauss,  Johann, II","WIENER BLUT WALTZ, OP. 354","Strauss,  Johann, II_WIENER BLUT WALTZ, OP. 354",17
"Strauss,  Johann, II",ZIGEUNERBARON (GYPSY BARON),"Strauss,  Johann, II_ZIGEUNERBARON (GYPSY BARON)",35
"Strauss,  Johann, Jr. & Josef",PIZZICATO POLKA,"Strauss,  Johann, Jr. & Josef_PIZZICATO POLKA",33
"Strauss,  Johann, Sr.",RADETZKY MARCH,"Strauss,  Johann, Sr._RADETZKY MARCH",32
"Strauss,  Richard","ALPINE SYMPHONY, OP. 64","Strauss,  Richard_ALPINE SYMPHONY, OP. 64",30
"Strauss,  Richard","ALSO SPRACH ZARATHUSTRA, OP. 30","Strauss,  Richard_ALSO SPRACH ZARATHUSTRA, OP. 30",94
"Strauss,  Richard","ARABELLA, OP. 79","Strauss,  Richard_ARABELLA, OP. 79",5
"Strauss,  Richard","BEFREIT, OP. 39, NO. 4","Strauss,  Richard_BEFREIT, OP. 39, NO. 4",6
"Strauss,  Richard","BOURGEOIS GENTILHOMME, LE, OP. 60: ORCHESTRAL SUITE","Strauss,  Richard_BOURGEOIS GENTILHOMME, LE, OP. 60: ORCHESTRAL SUITE",16
"Strauss,  Richard","BOURGEOIS GENTILHOMME, LE: INCIDENTAL MUSIC, OP. 60","Strauss,  Richard_BOURGEOIS GENTILHOMME, LE: INCIDENTAL MUSIC, OP. 60",5
"Strauss,  Richard","BRENTANO LIEDER, OP. 68","Strauss,  Richard_BRENTANO LIEDER, OP. 68",15
"Strauss,  Richard","BURLESKE, D MINOR","Strauss,  Richard_BURLESKE, D MINOR",42
"Strauss,  Richard","CAPRICCIO, OP. 85","Strauss,  Richard_CAPRICCIO, OP. 85",9
"Strauss,  Richard","CONCERTINO, CLARINET AND BASSOON","Strauss,  Richard_CONCERTINO, CLARINET AND BASSOON",9
"Strauss,  Richard","CONCERTO, HORN, NO. 1, E FLAT MAJOR, OP. 11","Strauss,  Richard_CONCERTO, HORN, NO. 1, E FLAT MAJOR, OP. 11",32
"Strauss,  Richard","CONCERTO, HORN, NO. 2, E FLAT MAJOR","Strauss,  Richard_CONCERTO, HORN, NO. 2, E FLAT MAJOR",8
"Strauss,  Richard","CONCERTO, OBOE, D MAJOR","Strauss,  Richard_CONCERTO, OBOE, D MAJOR",14
"Strauss,  Richard",COUPERIN DANCE SUITE,"Strauss,  Richard_COUPERIN DANCE SUITE",11
"Strauss,  Richard","DEATH AND TRANSFIGURATION (TOD UND VERKLARUNG), OP. 24","Strauss,  Richard_DEATH AND TRANSFIGURATION (TOD UND VERKLARUNG), OP. 24",120
"Strauss,  Richard","DON JUAN, OP. 20","Strauss,  Richard_DON JUAN, OP. 20",190
"Strauss,  Richard","DON QUIXOTE, OP. 35","Strauss,  Richard_DON QUIXOTE, OP. 35",102
"Strauss,  Richard","ELEKTRA, OP. 58","Strauss,  Richard_ELEKTRA, OP. 58",16
"Strauss,  Richard","FEUERSNOT, OP. 50","Strauss,  Richard_FEUERSNOT, OP. 50",29
"Strauss,  Richard",FOUR LAST SONGS (VIER LETZTE LIEDER),"Strauss,  Richard_FOUR LAST SONGS (VIER LETZTE LIEDER)",41
"Strauss,  Richard","FRAU OHNE SCHATTEN, DIE: FANTASY","Strauss,  Richard_FRAU OHNE SCHATTEN, DIE: FANTASY",5
"Strauss,  Richard","GUNTRAM, OP. 25","Strauss,  Richard_GUNTRAM, OP. 25",7
"Strauss,  Richard","HELDENLEBEN, EIN, OP. 40","Strauss,  Richard_HELDENLEBEN, EIN, OP. 40",141
"Strauss,  Richard",METAMORPHOSEN; A STUDY FOR 23 SOLO STRINGS,"Strauss,  Richard_METAMORPHOSEN; A STUDY FOR 23 SOLO STRINGS",10
"Strauss,  Richard","ROSENKAVALIER, DER, OP. 59","Strauss,  Richard_ROSENKAVALIER, DER, OP. 59",36
"Strauss,  Richard","ROSENKAVALIER, DER: SUITE","Strauss,  Richard_ROSENKAVALIER, DER: SUITE",51
"Strauss,  Richard","ROSENKAVALIER, DER: SUITE (ARR. Leinsdorf)","Strauss,  Richard_ROSENKAVALIER, DER: SUITE (ARR. Leinsdorf)",6
"Strauss,  Richard","SALOME, OP. 54","Strauss,  Richard_SALOME, OP. 54",72
"Strauss,  Richard","SERENADE, WIND INSTRUMENTS, E FLAT MAJOR, OP. 7","Strauss,  Richard_SERENADE, WIND INSTRUMENTS, E FLAT MAJOR, OP. 7",11
"Strauss,  Richard","SONGS, EIGHT (ACHT LIEDER AUS LETZTE BLÄTTER), OP. 10, VOICE AND ORCHESTRA (ARR. Heger)","Strauss,  Richard_SONGS, EIGHT (ACHT LIEDER AUS LETZTE BLÄTTER), OP. 10, VOICE AND ORCHESTRA (ARR. Heger)",12
"Strauss,  Richard","SONGS, FIVE (FUNF LIEDER), OP. 32, VOICE AND ORCHESTRA","Strauss,  Richard_SONGS, FIVE (FUNF LIEDER), OP. 32, VOICE AND ORCHESTRA",7
"Strauss,  Richard","SONGS, FIVE (FUNF LIEDER), OP. 41, SOPRANO AND ORCHESTRA","Strauss,  Richard_SONGS, FIVE (FUNF LIEDER), OP. 41, SOPRANO AND ORCHESTRA",7
"Strauss,  Richard","SONGS, FOUR (VIER LIEDER), OP. 27 (ORCHESTRA)","Strauss,  Richard_SONGS, FOUR (VIER LIEDER), OP. 27 (ORCHESTRA)",42
"Strauss,  Richard","SONGS, FOUR (VIER LIEDER), OP. 27, VOICE AND PIANO","Strauss,  Richard_SONGS, FOUR (VIER LIEDER), OP. 27, VOICE AND PIANO",8
"Strauss,  Richard","SONGS, FOUR (VIER LIEDER), OP. 33, (ORCHESTRA)","Strauss,  Richard_SONGS, FOUR (VIER LIEDER), OP. 33, (ORCHESTRA)",20
"Strauss,  Richard","SONGS, SIX (SECHS LIEDER AUS LOTOSBLÄTTERN), OP. 19, SOPRANO AND ORCHESTRA","Strauss,  Richard_SONGS, SIX (SECHS LIEDER AUS LOTOSBLÄTTERN), OP. 19, SOPRANO AND ORCHESTRA",8
"Strauss,  Richard","SONGS, SIX (SECHS LIEDER), OP. 56, SOPRANO AND ORCHESTRA","Strauss,  Richard_SONGS, SIX (SECHS LIEDER), OP. 56, SOPRANO AND ORCHESTRA",8
"Strauss,  Richard","SYMPHONIA DOMESTICA, OP. 53","Strauss,  Richard_SYMPHONIA DOMESTICA, OP. 53",40
"Strauss,  Richard","TILL EULENSPIEGELS LUSTIGE STREICHE, OP. 28","Strauss,  Richard_TILL EULENSPIEGELS LUSTIGE STREICHE, OP. 28",210
"Stravinsky,  Igor",APOLLON MUSAGETE; BALLET IN TWO SCENES,"Stravinsky,  Igor_APOLLON MUSAGETE; BALLET IN TWO SCENES",7
"Stravinsky,  Igor","BAISER DE LA FEE, LE (THE FAIRY'S KISS)","Stravinsky,  Igor_BAISER DE LA FEE, LE (THE FAIRY'S KISS)",6
"Stravinsky,  Igor","BAISER DE LA FEE, LE:  DIVERTIMENTO","Stravinsky,  Igor_BAISER DE LA FEE, LE:  DIVERTIMENTO",11
"Stravinsky,  Igor",CAPRICCIO FOR PIANO AND ORCHESTRA,"Stravinsky,  Igor_CAPRICCIO FOR PIANO AND ORCHESTRA",24
"Stravinsky,  Igor",CIRCUS POLKA,"Stravinsky,  Igor_CIRCUS POLKA",6
"Stravinsky,  Igor",CONCERTO FOR PIANO AND WIND INSTRUMENTS,"Stravinsky,  Igor_CONCERTO FOR PIANO AND WIND INSTRUMENTS",26
"Stravinsky,  Igor","CONCERTO, E FLAT (DUMBARTON OAKS)","Stravinsky,  Igor_CONCERTO, E FLAT (DUMBARTON OAKS)",10
"Stravinsky,  Igor","CONCERTO, STRINGS, D MAJOR","Stravinsky,  Igor_CONCERTO, STRINGS, D MAJOR",12
"Stravinsky,  Igor","CONCERTO, VIOLIN, D MAJOR","Stravinsky,  Igor_CONCERTO, VIOLIN, D MAJOR",31
"Stravinsky,  Igor",FIREBIRD (BALLET),"Stravinsky,  Igor_FIREBIRD (BALLET)",30
